-21.7951,-0.1582,-0.6151,0.0338,-4.3696,-0.0379,4448.181
-21.7821,-0.1585,-0.606,0.036,-4.4046,-0.0333,4470.8922
-21.7702,-0.1586,-0.5963,0.038,-4.4419,-0.0285,4499.7471
-21.7593,-0.1587,-0.586,0.0398,-4.4817,-0.0236,4536.0156
-21.7497,-0.1588,-0.5752,0.0416,-4.5244,-0.0185,4572.2173
-21.7413,-0.159,-0.5637,0.0437,-4.5704,-0.0133,4604.7265
-21.7343,-0.1594,-0.5517,0.0462,-4.62,-0.008,4640.6464
-21.7288,-0.1599,-0.539,0.0494,-4.6738,-0.0027,4683.7956
-21.7247,-0.1607,-0.5257,0.0533,-4.7318,0.0026,4724.5577
-21.7222,-0.1617,-0.5117,0.058,-4.7942,0.0079,4760.7533
-21.7213,-0.163,-0.497,0.0636,-4.8612,0.0131,4796.43
-21.722,-0.1645,-0.4816,0.0699,-4.9328,0.0181,4831.6765
-21.7243,-0.1661,-0.4655,0.0767,-5.009,0.0229,4863.6793
-21.7282,-0.1679,-0.4487,0.0838,-5.0899,0.0275,4886.2291
-21.7338,-0.1696,-0.4312,0.0909,-5.1751,0.0317,4901.6762
-21.7409,-0.1712,-0.4129,0.0977,-5.2642,0.0355,4912.5822
-21.7493,-0.1726,-0.3939,0.104,-5.3563,0.0388,4908.9623
-21.7588,-0.1739,-0.3741,0.1097,-5.4504,0.0416,4888.213
-21.7691,-0.175,-0.3534,0.1151,-5.5455,0.044,4855.8416
-21.78,-0.1761,-0.3318,0.1201,-5.6408,0.0459,4817.751
-21.7916,-0.177,-0.3094,0.1251,-5.7355,0.0473,4777.1052
-21.8038,-0.1781,-0.2861,0.1301,-5.8294,0.0482,4729.8337
-21.8167,-0.1791,-0.262,0.1352,-5.922,0.0485,4668.2027
-21.8302,-0.1801,-0.2371,0.1406,-6.0121,0.0483,4592.4384
-21.8439,-0.1814,-0.2113,0.1469,-6.0985,0.0477,4506.4873
-21.8578,-0.1832,-0.1848,0.1547,-6.1807,0.0469,4421.6807
-21.8723,-0.1854,-0.1576,0.1637,-6.2585,0.0459,4351.6887
-21.8873,-0.1879,-0.1299,0.1736,-6.3319,0.0448,4301.166
-21.9031,-0.1906,-0.1015,0.1843,-6.4003,0.0435,4264.2878
-21.9198,-0.1935,-0.0727,0.1954,-6.4638,0.0421,4238.6334
-21.9377,-0.1964,-0.0435,0.2067,-6.5227,0.0408,4219.9544
-21.9571,-0.1992,-0.0141,0.2176,-6.5775,0.0394,4204.3646
-21.9781,-0.2019,0.0154,0.2278,-6.6281,0.038,4200.4747
-22.0009,-0.2042,0.045,0.237,-6.6744,0.0365,4221.4101
-22.0254,-0.2063,0.0746,0.2452,-6.7161,0.0351,4261.9669
-22.0517,-0.2082,0.1041,0.2526,-6.7533,0.0335,4319.2798
-22.0801,-0.2098,0.1333,0.2589,-6.7867,0.0318,4384.4129
-22.1107,-0.2111,0.1621,0.2642,-6.8165,0.0299,4446.2415
-22.1435,-0.2123,0.1903,0.2691,-6.8421,0.0279,4499.7064
-22.1782,-0.2135,0.2179,0.2737,-6.8636,0.0259,4541.3343
-22.2148,-0.2148,0.2447,0.2787,-6.8808,0.0238,4574.8679
-22.2534,-0.2163,0.2704,0.2841,-6.8937,0.0218,4604.9826
-22.2937,-0.2182,0.2949,0.2904,-6.9021,0.0199,4627.5655
-22.3356,-0.2203,0.3182,0.2973,-6.9058,0.018,4641.2376
-22.379,-0.2226,0.3402,0.3049,-6.9053,0.016,4644.6121
-22.4241,-0.2251,0.3607,0.3127,-6.901,0.0139,4625.3447
-22.4707,-0.2277,0.3795,0.3208,-6.8931,0.0117,4585.5384
-22.5186,-0.2303,0.3968,0.3289,-6.8815,0.0092,4532.9051
-22.5674,-0.2329,0.4123,0.3368,-6.8658,0.0065,4471.5863
-22.6169,-0.2355,0.4259,0.3443,-6.8454,0.0036,4402.3109
-22.6666,-0.238,0.4375,0.3514,-6.8199,0.0006,4325.314
-22.7163,-0.2404,0.4471,0.3577,-6.789,-0.0026,4252.2891
-22.7657,-0.2425,0.4544,0.3631,-6.7529,-0.0059,4190.0371
-22.8151,-0.2443,0.4594,0.367,-6.7123,-0.0093,4136.5226
-22.8643,-0.2457,0.4619,0.3696,-6.6681,-0.0129,4092.4686
-22.9136,-0.2468,0.462,0.3709,-6.6212,-0.0168,4061.4968
-22.9629,-0.2477,0.4596,0.3713,-6.5721,-0.0208,4042.6968
-23.0121,-0.2484,0.4547,0.3709,-6.5211,-0.0252,4032.6485
-23.061,-0.2491,0.4474,0.3704,-6.4684,-0.0298,4030.3907
-23.1094,-0.25,0.4376,0.3702,-6.4137,-0.0347,4038.8286
-23.1569,-0.2511,0.4252,0.3706,-6.3564,-0.0399,4058.4334
-23.203,-0.2526,0.4102,0.3719,-6.2957,-0.0453,4080.3335
-23.2473,-0.2546,0.3925,0.3742,-6.2313,-0.0509,4102.3886
-23.2897,-0.2568,0.372,0.3774,-6.163,-0.0568,4124.1892
-23.33,-0.2593,0.3489,0.3811,-6.0907,-0.0629,4139.2677
-23.3682,-0.2618,0.3232,0.3847,-6.0148,-0.0694,4146.6347
-23.4043,-0.2642,0.295,0.3876,-5.9357,-0.0762,4147.9809
-23.4385,-0.2664,0.2643,0.3898,-5.8541,-0.0834,4134.7741
-23.4706,-0.2684,0.2313,0.3911,-5.7699,-0.0908,4108.3233
-23.5006,-0.27,0.196,0.3911,-5.6833,-0.0984,4066.6887
-23.5284,-0.2714,0.1585,0.3898,-5.5937,-0.1061,4009.8813
-23.5535,-0.2726,0.1188,0.3876,-5.5007,-0.1138,3948.504
-23.5761,-0.2737,0.0769,0.3844,-5.4044,-0.1216,3893.2246
-23.5962,-0.2743,0.033,0.3797,-5.3053,-0.1295,3847.7202
-23.6139,-0.2745,-0.0129,0.3734,-5.2036,-0.1378,3809.631
-23.629,-0.2744,-0.0605,0.3659,-5.0995,-0.1465,3771.2658
-23.6418,-0.2741,-0.1097,0.3577,-4.9934,-0.1556,3733.7811
-23.6523,-0.2739,-0.1605,0.3492,-4.8863,-0.1651,3702.4448
-23.6607,-0.2736,-0.2126,0.3407,-4.7783,-0.1752,3665.7279
-23.6665,-0.2736,-0.2658,0.3326,-4.6683,-0.1857,3622.0043
-23.6691,-0.2739,-0.3201,0.3256,-4.555,-0.1964,3587.9163
-23.6683,-0.275,-0.3754,0.3205,-4.4384,-0.2072,3568.6306
-23.6643,-0.2766,-0.4318,0.317,-4.319,-0.2181,3554.7922
-23.6572,-0.2785,-0.489,0.3141,-4.1974,-0.2292,3542.5805
-23.6467,-0.2804,-0.5468,0.3114,-4.0733,-0.2405,3527.627
-23.6328,-0.2824,-0.605,0.3084,-3.9472,-0.2522,3522.0798
-23.616,-0.2842,-0.6635,0.3046,-3.8209,-0.2643,3513.6559
-23.5964,-0.2856,-0.7223,0.2995,-3.6949,-0.2766,3486.6847
-23.5736,-0.2867,-0.781,0.2929,-3.5688,-0.2893,3461.0025
-23.5473,-0.2872,-0.8396,0.2845,-3.4419,-0.3022,3434.6875
-23.5169,-0.2874,-0.8981,0.2747,-3.313,-0.315,3388.8582
-23.4822,-0.2876,-0.9563,0.2643,-3.1821,-0.3278,3352.0216
-23.4436,-0.2875,-1.0142,0.2526,-3.0504,-0.3407,3333.7487
-23.4014,-0.2867,-1.0715,0.2388,-2.9188,-0.3538,3323.9591
-23.3554,-0.2855,-1.1282,0.2235,-2.7875,-0.3673,3322.7062
-23.3059,-0.2843,-1.1839,0.2076,-2.6571,-0.381,3307.5223
-23.2533,-0.2829,-1.2387,0.1911,-2.529,-0.395,3279.5376
-23.198,-0.2815,-1.2924,0.1743,-2.4035,-0.4093,3250.4053
-23.1396,-0.2802,-1.3449,0.158,-2.2798,-0.4239,3212.0639
-23.0777,-0.2793,-1.3961,0.1426,-2.1564,-0.4386,3183.8891
-23.0123,-0.279,-1.4458,0.1286,-2.0328,-0.4534,3196.9835
-22.944,-0.279,-1.494,0.1159,-1.9102,-0.4684,3219.8257
-22.8732,-0.2794,-1.5407,0.104,-1.7892,-0.4836,3239.7401
-22.8002,-0.2799,-1.5855,0.0926,-1.6699,-0.4991,3249.7982
-22.7253,-0.2806,-1.6283,0.0813,-1.5526,-0.515,3257.8605
-22.6491,-0.2812,-1.6691,0.0698,-1.4386,-0.5312,3281.1554
-22.5722,-0.2817,-1.7078,0.0578,-1.3284,-0.5477,3301.8328
-22.4945,-0.2819,-1.7443,0.0448,-1.2215,-0.5644,3327.8998
-22.4158,-0.2818,-1.7784,0.0308,-1.1164,-0.5813,3376.2259
-22.3362,-0.2816,-1.8101,0.016,-1.0127,-0.5983,3419.8938
-22.2557,-0.2812,-1.8395,0.0003,-0.91,-0.6153,3429.8874
-22.1748,-0.2804,-1.8662,-0.0168,-0.8089,-0.6325,3450.8727
-22.0937,-0.2791,-1.8903,-0.0354,-0.7097,-0.65,3491.3605
-22.0127,-0.2775,-1.9115,-0.0552,-0.6126,-0.6677,3538.7341
-21.932,-0.2757,-1.9298,-0.0758,-0.5182,-0.6855,3579.7666
-21.8517,-0.2738,-1.9451,-0.0969,-0.4267,-0.7035,3601.9104
-21.772,-0.2719,-1.9573,-0.1182,-0.3378,-0.7217,3625.3932
-21.6924,-0.27,-1.9662,-0.1393,-0.2507,-0.7399,3631.9448
-21.6127,-0.2684,-1.972,-0.1596,-0.1643,-0.7581,3612.8522
-21.5328,-0.2672,-1.9744,-0.1789,-0.0785,-0.7764,3629.9521
-21.4529,-0.2663,-1.9736,-0.1976,0.0059,-0.7947,3680.9331
-21.3733,-0.2654,-1.9693,-0.2158,0.0882,-0.8132,3722.3108
-21.294,-0.2647,-1.9614,-0.2339,0.1679,-0.8319,3751.382
-21.2154,-0.2639,-1.95,-0.2519,0.2442,-0.8508,3777.4062
-21.1375,-0.2632,-1.935,-0.27,0.3165,-0.8699,3795.6518
-21.0603,-0.2623,-1.9163,-0.2884,0.3847,-0.8892,3811.8107
-20.9835,-0.2614,-1.8939,-0.307,0.4494,-0.9085,3825.7237
-20.9068,-0.2605,-1.8679,-0.3258,0.5116,-0.928,3862.9547
-20.8299,-0.2595,-1.8382,-0.3447,0.5718,-0.9474,3918.4348
-20.7527,-0.2584,-1.805,-0.364,0.6303,-0.967,3939.5276
-20.6753,-0.2573,-1.7683,-0.3835,0.6869,-0.9866,3945.9756
-20.5978,-0.2561,-1.7281,-0.4032,0.7417,-1.0063,3957.4454
-20.5201,-0.2549,-1.6844,-0.4229,0.7949,-1.0261,3962.1473
-20.4422,-0.2538,-1.6374,-0.4425,0.8464,-1.046,3955.957
-20.3645,-0.2526,-1.587,-0.4622,0.8962,-1.0659,3953.94
-20.2868,-0.2515,-1.5334,-0.4815,0.9448,-1.0859,3951.9814
-20.2091,-0.2505,-1.4767,-0.5006,0.9929,-1.106,3944.2665
-20.1315,-0.2497,-1.417,-0.519,1.0411,-1.126,3912.2765
-20.0539,-0.2491,-1.3545,-0.5369,1.0899,-1.1461,3876.6516
-19.9767,-0.2487,-1.2893,-0.5543,1.1389,-1.1661,3873.0782
-19.9003,-0.2482,-1.2215,-0.5715,1.1877,-1.1862,3884.3084
-19.8251,-0.2478,-1.1513,-0.5887,1.2355,-1.2064,3900.5073
-19.7515,-0.2474,-1.0787,-0.6056,1.282,-1.2265,3924.9998
-19.6799,-0.2471,-1.004,-0.6224,1.3268,-1.2465,3949.97
-19.6103,-0.2467,-0.9273,-0.6392,1.37,-1.2664,3961.8091
-19.543,-0.2463,-0.8488,-0.6561,1.4119,-1.2863,3974.845
-19.4779,-0.2458,-0.7687,-0.6731,1.4528,-1.3061,4001.5695
-19.4152,-0.2453,-0.6871,-0.6902,1.4931,-1.3259,4054.8358
-19.355,-0.2446,-0.6044,-0.7076,1.5332,-1.3456,4102.0933
-19.2974,-0.2439,-0.5208,-0.725,1.5733,-1.3652,4126.1492
-19.2427,-0.2432,-0.4364,-0.7426,1.6134,-1.3847,4143.9206
-19.1908,-0.2424,-0.3514,-0.7603,1.6539,-1.4042,4146.9339
-19.1421,-0.2415,-0.2661,-0.7781,1.6946,-1.4236,4135.1605
-19.0967,-0.2407,-0.1806,-0.7958,1.7357,-1.443,4119.4615
-19.0549,-0.2398,-0.0952,-0.8133,1.7772,-1.4622,4110.1161
-19.0166,-0.239,-0.0102,-0.8305,1.8195,-1.4814,4093.1825
-18.9819,-0.2384,0.0744,-0.8472,1.863,-1.5005,4062.7518
-18.951,-0.2378,0.1582,-0.8636,1.9076,-1.5195,4012.6454
-18.9241,-0.2373,0.2411,-0.8794,1.9532,-1.5384,3971.7034
-18.9014,-0.237,0.3228,-0.8947,1.9997,-1.5573,3940.98
-18.883,-0.2368,0.4032,-0.9094,2.0468,-1.5761,3918.5377
-18.8691,-0.2368,0.4821,-0.9234,2.0943,-1.5947,3911.9558
-18.8599,-0.2369,0.5592,-0.9369,2.1421,-1.6132,3914.7451
-18.8555,-0.237,0.6345,-0.9498,2.19,-1.6317,3916.7385
-18.8558,-0.2373,0.7075,-0.9623,2.2381,-1.65,3913.8012
-18.861,-0.2376,0.7783,-0.9745,2.2865,-1.6682,3922.3695
-18.8709,-0.238,0.8465,-0.9862,2.3352,-1.6863,3946.6573
