-21.7951,-0.1582,-0.6151,0.0338,-4.3696,-0.0379,0.014,-0.0003,0.0086,0.0026,-0.033,0.0044,4448.181
-21.7821,-0.1585,-0.606,0.036,-4.4046,-0.0333,0.013,-0.0003,0.0091,0.0022,-0.035,0.0046,4470.8922
-21.7702,-0.1586,-0.5963,0.038,-4.4419,-0.0285,0.0119,-1.00E-04,0.0097,0.002,-0.0373,0.0048,4499.7471
-21.7593,-0.1587,-0.586,0.0398,-4.4817,-0.0236,0.0109,-0.0001,0.0103,0.0018,-0.0398,0.0049,4536.0156
-21.7497,-0.1588,-0.5752,0.0416,-4.5244,-0.0185,0.0096,-1.00E-04,0.0108,0.0018,-0.0427,0.0051,4572.2173
-21.7413,-0.159,-0.5637,0.0437,-4.5704,-0.0133,0.0084,-0.0002,0.0115,0.0021,-0.046,0.0052,4604.7265
-21.7343,-0.1594,-0.5517,0.0462,-4.62,-0.008,0.007,-0.0004,0.012,0.0025,-0.0496,0.0053,4640.6464
-21.7288,-0.1599,-0.539,0.0494,-4.6738,-0.0027,0.0055,-0.0005,0.0127,0.0032,-0.0538,0.0053,4683.7956
-21.7247,-0.1607,-0.5257,0.0533,-4.7318,0.0026,0.0041,-0.0008,0.0133,0.0039,-0.058,0.0053,4724.5577
-21.7222,-0.1617,-0.5117,0.058,-4.7942,0.0079,0.0025,-0.001,0.014,0.0047,-0.0624,0.0053,4760.7533
-21.7213,-0.163,-0.497,0.0636,-4.8612,0.0131,0.0009,-0.0013,0.0147,0.0056,-0.067,0.0052,4796.43
-21.722,-0.1645,-0.4816,0.0699,-4.9328,0.0181,-0.0007,-0.0015,0.0154,0.0063,-0.0716,0.005,4831.6765
-21.7243,-0.1661,-0.4655,0.0767,-5.009,0.0229,-0.0023,-0.0016,0.0161,0.0068,-0.0762,0.0048,4863.6793
-21.7282,-0.1679,-0.4487,0.0838,-5.0899,0.0275,-0.0039,-0.0018,0.0168,0.0071,-0.0809,0.0046,4886.2291
-21.7338,-0.1696,-0.4312,0.0909,-5.1751,0.0317,-0.0056,-0.0017,0.0175,0.0071,-0.0852,0.0042,4901.6762
-21.7409,-0.1712,-0.4129,0.0977,-5.2642,0.0355,-0.0071,-0.0016,0.0183,0.0068,-0.0891,0.0038,4912.5822
-21.7493,-0.1726,-0.3939,0.104,-5.3563,0.0388,-0.0084,-0.0014,0.019,0.0063,-0.0921,0.0033,4908.9623
-21.7588,-0.1739,-0.3741,0.1097,-5.4504,0.0416,-0.0095,-0.0013,0.0198,0.0057,-0.0941,0.0028,4888.213
-21.7691,-0.175,-0.3534,0.1151,-5.5455,0.044,-0.0103,-0.0011,0.0207,0.0054,-0.0951,0.0024,4855.8416
-21.78,-0.1761,-0.3318,0.1201,-5.6408,0.0459,-0.0109,-0.0011,0.0216,0.005,-0.0953,0.0019,4817.751
-21.7916,-0.177,-0.3094,0.1251,-5.7355,0.0473,-0.0116,-0.0009,0.0224,0.005,-0.0947,0.0014,4777.1052
-21.8038,-0.1781,-0.2861,0.1301,-5.8294,0.0482,-0.0122,-0.0011,0.0233,0.005,-0.0939,0.0009,4729.8337
-21.8167,-0.1791,-0.262,0.1352,-5.922,0.0485,-0.0129,-0.001,0.0241,0.0051,-0.0926,0.0003,4668.2027
-21.8302,-0.1801,-0.2371,0.1406,-6.0121,0.0483,-0.0135,-0.001,0.0249,0.0054,-0.0901,-0.0002,4592.4384
-21.8439,-0.1814,-0.2113,0.1469,-6.0985,0.0477,-0.0137,-0.0013,0.0258,0.0063,-0.0864,-0.0006,4506.4873
-21.8578,-0.1832,-0.1848,0.1547,-6.1807,0.0469,-0.0139,-0.0018,0.0265,0.0078,-0.0822,-0.0008,4421.6807
-21.8723,-0.1854,-0.1576,0.1637,-6.2585,0.0459,-0.0145,-0.0022,0.0272,0.009,-0.0778,-0.001,4351.6887
