-11.2971,-0.043,-0.4137,-0.0066,-0.9754,-0.0196,-0.1883,2.0909,3.9968,23.5833,3183.7484
-11.2931,-0.043,-0.4033,-0.006,-0.9913,-0.0193,0.0202,2.0857,4.0173,23.6169,3180.4886
-11.2896,-0.043,-0.3923,-0.0055,-1.0071,-0.019,0.225,2.053,3.9691,23.6448,3178.2089
-11.2865,-0.0431,-0.3808,-0.0049,-1.0229,-0.0187,0.4163,1.9945,3.8547,23.6661,3177.8935
-11.2838,-0.0431,-0.3688,-0.0043,-1.0387,-0.0184,0.5856,1.913,3.6793,23.6798,3179.111
-11.2815,-0.0431,-0.3562,-0.0037,-1.0543,-0.018,0.7272,1.813,3.4508,23.6856,3178.703
-11.2796,-0.0432,-0.3432,-0.003,-1.0699,-0.0177,0.838,1.7,3.1802,23.6832,3177.4385
-11.278,-0.0433,-0.3296,-0.0023,-1.0853,-0.0174,0.9179,1.5804,2.8816,23.6728,3175.9606
-11.2767,-0.0433,-0.3156,-0.0016,-1.1005,-0.017,0.9691,1.4609,2.5729,23.6548,3175.7038
-11.2758,-0.0434,-0.301,-0.0009,-1.1155,-0.0167,0.9952,1.348,2.2767,23.6298,3177.2531
-11.2753,-0.0435,-0.286,-0.0001,-1.1302,-0.0163,1.0001,1.2473,2.0212,23.5989,3179.4206
-11.2753,-0.0436,-0.2706,0.0007,-1.1445,-0.0159,0.9874,1.1625,1.8389,23.563,3181.9757
-11.2757,-0.0437,-0.2547,0.0014,-1.1584,-0.0155,0.9594,1.0949,1.7584,23.5236,3182.9328
-11.2766,-0.0438,-0.2384,0.0022,-1.1719,-0.0151,0.9176,1.0434,1.7896,23.4818,3182.4901
-11.2782,-0.0439,-0.2217,0.0029,-1.1848,-0.0147,0.8625,1.0053,1.9162,23.439,3182.3608
-11.2806,-0.0439,-0.2047,0.0036,-1.1972,-0.0142,0.7945,0.9772,2.1068,23.3963,3184.0982
-11.2837,-0.044,-0.1873,0.0042,-1.209,-0.0138,0.7148,0.957,2.3299,23.355,3186.517
-11.2878,-0.044,-0.1698,0.0048,-1.2201,-0.0133,0.626,0.9441,2.5615,23.3158,3189.0235
-11.2929,-0.0441,-0.1519,0.0053,-1.2304,-0.0128,0.5325,0.94,2.7851,23.2795,3190.6366
-11.2991,-0.0441,-0.1339,0.0058,-1.2401,-0.0122,0.4407,0.9474,2.9897,23.2465,3191.9429
-11.3066,-0.0441,-0.1158,0.0063,-1.2489,-0.0117,0.3583,0.9692,3.1679,23.217,3192.8773
-11.3154,-0.0441,-0.0976,0.0067,-1.257,-0.0111,0.2936,1.0067,3.3147,23.1909,3194.421
-11.3256,-0.0441,-0.0793,0.0071,-1.2643,-0.0104,0.2543,1.059,3.4264,23.1679,3197.4451
-11.3373,-0.0441,-0.0612,0.0075,-1.2708,-0.0098,0.2462,1.1226,3.5004,23.1474,3200.4929
-11.3506,-0.0442,-0.0431,0.0078,-1.2765,-0.0091,0.2726,1.1926,3.5351,23.1287,3202.6008
-11.3654,-0.0442,-0.0252,0.0082,-1.2814,-0.0083,0.3335,1.2631,3.5297,23.111,3203.7046
-11.3819,-0.0442,-0.0075,0.0086,-1.2855,-0.0075,0.4258,1.3287,3.4843,23.0933,3204.277
-11.4,-0.0442,0.0098,0.0091,-1.2887,-0.0067,0.5434,1.3847,3.4003,23.075,3204.0491
-11.4198,-0.0443,0.0268,0.0095,-1.2912,-0.0057,0.6785,1.4279,3.2805,23.055,3202.9833
-11.4411,-0.0443,0.0433,0.01,-1.293,-0.0048,0.8224,1.4561,3.1291,23.0329,3201.6612
-11.464,-0.0444,0.0592,0.0104,-1.294,-0.0037,0.9665,1.469,2.9521,23.0081,3200.8344
-11.4885,-0.0445,0.0746,0.0109,-1.2943,-0.0026,1.1034,1.4671,2.7571,22.9804,3199.5638
-11.5144,-0.0445,0.0891,0.0114,-1.2941,-0.0013,1.2273,1.4524,2.553,22.9499,3195.9516
-11.5417,-0.0446,0.103,0.0119,-1.2933,0,1.3344,1.4273,2.3499,22.9169,3190.5322
-11.5703,-0.0447,0.1159,0.0123,-1.292,0.0013,1.4227,1.3946,2.1583,22.8819,3184.9041
-11.6002,-0.0447,0.1278,0.0126,-1.2904,0.0028,1.4915,1.3569,1.9875,22.8458,3180.2613
-11.6311,-0.0448,0.1388,0.0129,-1.2884,0.0043,1.541,1.3158,1.8446,22.8097,3176.6598
-11.6631,-0.0448,0.1485,0.0132,-1.2864,0.006,1.5722,1.2721,1.732,22.7748,3174.1779
-11.6961,-0.0448,0.1571,0.0134,-1.2842,0.0076,1.5861,1.2251,1.6467,22.7425,3172.4226
-11.7299,-0.0448,0.1644,0.0136,-1.2821,0.0094,1.5841,1.1733,1.5812,22.7141,3170.4491
-11.7644,-0.0448,0.1704,0.0137,-1.2801,0.0112,1.5679,1.1144,1.5251,22.6911,3168.1006
-11.7995,-0.0448,0.1749,0.0139,-1.2784,0.013,1.5393,1.0461,1.468,22.6748,3166.7901
-11.8352,-0.0449,0.1778,0.0141,-1.277,0.0149,1.5013,0.9666,1.4021,22.6663,3167.5752
-11.8712,-0.0449,0.1792,0.0144,-1.2761,0.0168,1.4569,0.8754,1.3231,22.6666,3169.4241
-11.9077,-0.045,0.179,0.0148,-1.2756,0.0188,1.41,0.7736,1.2315,22.6763,3171.0636
-11.9444,-0.0451,0.177,0.0152,-1.2758,0.0208,1.3645,0.6649,1.1329,22.6958,3172.0396
-11.9814,-0.0453,0.1733,0.0158,-1.2766,0.0228,1.3241,0.5574,1.0377,22.7252,3172.5092
-12.0186,-0.0455,0.1677,0.0164,-1.2782,0.0249,1.2914,0.4655,0.9612,22.7641,3172.3605
