-0.0523,0.0003,0.0528,0,0.0001,0,3183.7484
-0.0471,0,0.0529,0,0.0001,0,3180.4886
-0.0431,-0.0004,0.053,0,0.0001,0,3178.2089
-0.0392,-0.0008,0.0528,0,0.0001,0,3177.8935
-0.0359,-0.0009,0.0525,0,0.0002,0,3179.111
-0.0341,-0.0011,0.0522,0.0001,0.0002,0,3178.703
-0.0328,-0.0012,0.0513,0.0001,0.0003,0,3177.4385
-0.0332,-0.0011,0.0505,0.0001,0.0003,0,3175.9606
-0.0347,-0.0011,0.0493,0.0001,0.0004,0,3175.7038
-0.0373,-0.0008,0.0477,0,0.0005,0,3177.2531
-0.042,-0.0004,0.046,0,0.0006,0,3179.4206
-0.0476,0,0.0439,0,0.0007,0,3181.9757
-0.0547,0.0004,0.0416,0,0.0008,0,3182.9328
-0.0632,0.0007,0.039,-0.0001,0.0009,0,3182.4901
-0.072,0.0009,0.036,-0.0001,0.001,0,3182.3608
-0.0819,0.0012,0.0326,-0.0001,0.0011,0,3184.0982
-0.092,0.0013,0.0289,-0.0001,0.0012,0,3186.517
-0.1022,0.0013,0.0249,-0.0001,0.0012,0,3189.0235
-0.1128,0.0011,0.0205,-0.0001,0.0013,0,3190.6366
-0.1229,0.0009,0.0158,-0.0001,0.0013,0,3191.9429
-0.1326,0.0006,0.0106,-0.0001,0.0014,0.0001,3192.8773
-0.1417,0.0002,0.0052,0,0.0014,0.0001,3194.421
-0.1492,-0.0001,-0.0008,0,0.0014,0.0001,3197.4451
-0.1557,-0.0004,-0.007,0,0.0014,0.0001,3200.4929
-0.1605,-0.0007,-0.0136,0,0.0014,0.0001,3202.6008
-0.1634,-0.0008,-0.0206,0,0.0014,0.0001,3203.7046
-0.1648,-0.0009,-0.0278,0,0.0014,0.0001,3204.277
-0.164,-0.0011,-0.0353,0,0.0014,0.0001,3204.0491
-0.1617,-0.001,-0.0431,0,0.0013,0.0001,3202.9833
-0.1582,-0.0009,-0.0512,0,0.0013,0.0001,3201.6612
-0.1533,-0.0007,-0.0595,0,0.0012,0.0001,3200.8344
-0.1475,-0.0003,-0.0679,0,0.0011,0.0001,3199.5638
-0.1407,0.0003,-0.0763,0,0.0009,0.0001,3195.9516
-0.1329,0.0008,-0.0847,-0.0001,0.0008,0.0001,3190.5322
-0.1248,0.0011,-0.0931,-0.0001,0.0006,0.0001,3184.9041
-0.1159,0.0013,-0.1016,-0.0001,0.0005,0.0001,3180.2613
-0.1066,0.0012,-0.1101,-0.0001,0.0003,0.0001,3176.6598
-0.0967,0.0009,-0.1184,-0.0001,0.0001,0.0001,3174.1779
-0.0862,0.0005,-0.1267,0,-0.0001,0.0001,3172.4226
-0.0756,0,-0.1347,0,-0.0002,0.0001,3170.4491
-0.0653,-0.0007,-0.1424,0,-0.0004,0.0001,3168.1006
