Actual_Value,Predicted_Value
3608.2625,3594.0435
3415.9312,3443.3447
3396.7995,3434.714
3290.2926,3290.2593
3468.9517,3520.3293
3308.286,3300.9827
3537.2983,3517.1433
3436.2225,3450.0764
3319.6426,3339.9534
3343.8313,3352.67
3270.7929,3275.9666
3532.6751,3497.1748
3392.4407,3394.1326
3437.9471,3443.0618
3344.5924,3335.5935
3486.5027,3487.5962
3583.9548,3565.2957
3333.1265,3308.9424
3341.3032,3365.278
3220.5956,3208.7847
3622.8281,3627.0479
3410.4103,3410.035
3427.7884,3427.4758
3525.4562,3535.4663
3226.6535,3256.1177
3498.8576,3495.8098
3370.9604,3378.0579
3502.2332,3483.4824
3427.2608,3417.2651
3416.6325,3416.3765
3603.7046,3601.012
3538.7631,3523.589
3338.7597,3364.5115
3336.7589,3368.514
3537.2397,3534.7366
3422.9159,3414.717
3498.6877,3517.089
3286.6098,3291.5076
3650.5551,3654.438
3427.9075,3441.0298
3408.5741,3418.5615
3417.2031,3446.8706
3564.3679,3555.8235
3369.2382,3357.3315
3397.3109,3404.3672
3473.4879,3467.23
3627.0233,3628.9253
3554.7443,3553.9126
3367.142,3359.4495
3600.7343,3604.0974
3512.3537,3504.3914
3493.2203,3508.8564
3213.9343,3214.9312
3418.9305,3413.232
3528.3299,3538.8054
3553.8219,3561.6072
3579.5723,3578.1843
3332.5804,3321.076
3416.578,3437.1758
3545.9594,3523.7256
3406.3731,3403.9668
3621.5821,3617.882
3328.5273,3327.285
3386.0827,3356.354
3410.1671,3412.7544
3480.3172,3474.8945
3477.6511,3471.7795
3595.2414,3615.2764
3238.7171,3236.8716
3332.4702,3331.358
3490.8903,3502.6555
3409.6138,3407.9016
3379.6968,3383.3674
3408.9594,3417.9844
3437.3461,3434.9114
3412.9639,3421.9585
3348.8155,3366.7927
3620.5057,3637.1624
3565.6889,3575.527
3401.2031,3409.7751
3292.7225,3281.9727
3462.7333,3438.7942
3455.6829,3422.7656
3179.5476,3190.1438
3509.0205,3519.696
3435.9775,3423.3767
3312.908,3305.399
3373.4221,3394.0364
3371.8652,3396.1404
3447.4236,3467.7603
3664.0905,3673.7117
3379.2701,3389.1558
3588.148,3603.2188
3264.4524,3267.7498
3365.479,3379.2515
3394.0592,3404.9985
3573.2329,3583.4563
3294.7531,3307.3215
3487.3534,3507.7664
3539.0283,3525.192
3360.5779,3377.4678
3465.5152,3480.7034
3486.2795,3489.5923
3479.8856,3502.167
3728.2015,3718.7517
3477.5684,3483.1948
3216.3132,3236.1362
3469.3757,3454.916
3567.5036,3589.9087
3478.5126,3452.5947
3564.4138,3577.3062
3404.0351,3413.948
3376.8808,3379.8882
3555.8144,3564.2068
3541.9128,3530.1375
3518.7458,3534.232
3458.1327,3489.698
3386.6417,3371.041
3246.2482,3243.1313
3442.8828,3430.837
3481.618,3462.705
3475.5263,3468.5938
3450.1978,3456.931
3608.2369,3604.7778
3400.2959,3406.7947
3307.498,3330.152
3459.5901,3471.5037
3760.0794,3761.5386
3190.1398,3184.2742
3545.4496,3519.6333
3491.1413,3484.0693
3529.1225,3550.0967
3219.8621,3219.3672
3185.3671,3188.5803
3493.0053,3482.7512
3443.3106,3479.2632
3147.5811,3138.2864
3313.7973,3330.0364
3059.1682,3067.6306
3493.4192,3511.1392
3420.0772,3455.1648
3465.8844,3454.9932
3414.909,3421.269
3527.0338,3557.0686
3477.7025,3476.1626
3394.2805,3390.22
3468.1329,3490.3518
3386.4402,3404.861
3370.9231,3384.8257
3491.6116,3470.41
3450.4899,3473.6028
3308.1236,3308.0588
3458.3282,3452.2478
3273.2213,3288.0452
3340.5839,3310.5784
3454.309,3466.963
3380.5779,3386.1077
3295.9698,3287.2917
3519.4477,3549.8613
3440.4534,3422.136
3324.9747,3308.6533
3580.1755,3572.3438
3511.1935,3511.9956
3389.4644,3409.7483
3618.4863,3611.87
3398.5657,3404.0208
3364.9749,3354.539
3240.5719,3251.0142
3397.0492,3415.548
3415.7128,3413.4287
3584.1645,3576.5547
3312.8787,3301.6006
3643.3174,3652.0547
3546.2746,3548.3408
3467.6268,3455.6953
3384.3209,3385.585
3517.317,3528.4521
3389.1507,3403.0454
3528.814,3513.1846
3701.9492,3694.027
3394.8126,3424.247
3497.9185,3505.2498
3576.2604,3578.2778
3331.6015,3335.742
3557.5302,3563.776
3432.7719,3466.9187
3514.8468,3509.356
3391.5398,3385.9932
3492.1963,3480.2805
3444.2429,3445.0603
3514.0072,3505.1096
3553.5614,3552.0056
3527.3897,3527.7205
3364.3804,3357.2234
3383.1687,3383.354
3450.6608,3446.6577
3657.3813,3647.0574
3610.7362,3603.4307
3322.498,3322.383
3623.6958,3613.2366
3607.9421,3601.0479
3533.0453,3516.8203
3409.3689,3415.0535
3234.0327,3246.6123
3197.1797,3205.8596
3575.3863,3587.1484
3256.5118,3294.9622
3618.5852,3612.4712
3500.2746,3477.3474
3452.1136,3442.6272
3414.4178,3422.541
3277.1748,3297.1013
3354.6098,3353.1326
3383.3864,3368.0361
3571.1105,3581.62
3528.1703,3547.301
3600.3464,3585.2922
3354.7977,3360.764
3582.9757,3577.143
3710.8745,3697.2397
3439.3992,3449.0566
3409.5404,3406.0068
3706.2567,3684.466
3461.5081,3473.3047
3453.7905,3472.6265
3488.7014,3469.8748
3510.9466,3501.4934
3462.8445,3450.5164
3214.9288,3251.575
3415.3014,3422.1035
3608.956,3608.2249
3253.9204,3240.9883
3504.4704,3486.0618
3409.5255,3397.001
3443.5763,3440.3032
3497.4829,3511.7734
3552.0104,3572.6763
3146.0842,3164.1184
3114.3044,3135.2695
3518.655,3528.1584
3639.9454,3632.3127
3432.8652,3457.124
3534.714,3535.1711
3301.0878,3307.433
3484.4789,3489.8503
3522.0869,3537.0999
3526.7009,3540.7644
3507.4054,3492.1162
3166.7901,3176.4219
3210.9535,3215.3188
3479.7164,3460.6272
3531.298,3509.1287
3473.607,3483.8076
3342.8085,3336.487
3606.4582,3617.6548
3552.9396,3553.7812
3678.0888,3660.038
3420.9121,3443.9702
3486.0984,3479.58
3287.559,3295.6978
3336.9052,3352.823
3386.1188,3407.603
3443.6295,3444.8696
3511.1664,3535.1597
3444.2482,3420.5317
3498.9663,3506.3171
3473.6652,3465.5007
3478.2971,3483.0676
3467.1448,3461.055
3300.5213,3285.5222
3314.9462,3295.7292
3410.5494,3410.0884
3475.5757,3487.0068
3306.4116,3321.1814
3233.8162,3229.4058
3104.9398,3121.6162
3228.5752,3251.3674
3351.9711,3366.401
3564.3061,3566.1328
3485.0737,3475.049
3401.52,3389.1348
3316.62,3325.7537
3538.3329,3522.9084
3712.1508,3703.1213
3586.7426,3593.2754
3506.3199,3521.6794
3442.4431,3448.6873
3560.2079,3547.7195
3289.3176,3307.5203
3468.4294,3502.6848
3477.7842,3421.0747
3551.0668,3554.2993
3164.4458,3147.3274
3541.2657,3534.2996
3477.9166,3455.3467
3474.9819,3493.8137
3482.2281,3497.3145
3455.1583,3456.3584
3291.2263,3289.9973
3653.0276,3662.802
3529.1463,3521.6797
3567.1993,3573.0493
3306.2977,3327.8362
3445.0033,3450.3477
3507.9715,3505.042
3541.0453,3521.3691
3361.2625,3373.654
3460.9456,3455.0552
3516.4665,3515.539
3540.4159,3549.717
3292.872,3299.4375
3489.7675,3496.241
3322.6962,3323.0007
3402.323,3394.755
3436.7454,3437.2515
3529.3884,3539.187
3282.2407,3278.3477
3265.4199,3282.7803
3496.7313,3510.4734
3555.0463,3528.9521
3198.0496,3200.758
3485.5552,3483.2427
3553.4146,3544.298
3331.3754,3364.0823
3589.9073,3613.3562
3280.5304,3279.1575
3534.5302,3518.8906
3174.3743,3184.8108
3650.2125,3634.5464
3440.7774,3434.3484
3409.3922,3419.9614
3280.4483,3299.4895
3513.6007,3527.908
3449.0157,3435.4727
3296.5028,3305.1567
3545.894,3552.9028
3519.3632,3524.9473
3636.8144,3638.6648
3353.7905,3369.0723
3628.994,3608.6167
3441.7869,3457.732
3442.8788,3446.3403
3433.2208,3433.8748
