Actual_Value,Predicted_Value
3608.2625,3631.3508
3415.9312,3426.5935
3396.7995,3447.3733
3290.2926,3395.3315
3468.9517,3454.768
3308.286,3315.8286
3537.2983,3572.024
3436.2225,3446.2456
3319.6426,3281.3323
3343.8313,3357.1306
3270.7929,3303.8184
3532.6751,3485.0857
3392.4407,3448.5679
3437.9471,3371.0688
3344.5924,3352.2766
3486.5027,3458.2783
3583.9548,3550.255
3333.1265,3336.8372
3341.3032,3298.9224
3220.5956,3240.8306
3622.8281,3602.2576
3410.4103,3428.3442
3427.7884,3457.9011
3525.4562,3510.3713
3226.6535,3242.2324
3498.8576,3517.7603
3370.9604,3386.5107
3502.2332,3488.2397
3427.2608,3418.6592
3416.6325,3417.6099
3603.7046,3609.7021
3538.7631,3530.7625
3338.7597,3375.6013
3336.7589,3360.109
3537.2397,3517.8677
3422.9159,3425.7065
3498.6877,3467.9954
3286.6098,3328.365
3650.5551,3628.8264
3427.9075,3431.9841
3408.5741,3412.0542
3417.2031,3416.337
3564.3679,3548.6846
3369.2382,3391.6792
3397.3109,3417.3572
3473.4879,3503.692
3627.0233,3644.796
3554.7443,3557.0845
3367.142,3379.111
3600.7343,3613.0806
3512.3537,3485.4429
3493.2203,3498.058
3213.9343,3264.6516
3418.9305,3372.2397
3528.3299,3531.4875
3553.8219,3544.1143
3579.5723,3545.3591
3332.5804,3385.8303
3416.578,3441.7144
3545.9594,3558.4932
3406.3731,3427.2292
3621.5821,3620.45
3328.5273,3315.3896
3386.0827,3417.773
3410.1671,3483.6792
3480.3172,3495.1033
3477.6511,3470.3904
3595.2414,3550.549
3238.7171,3241.4243
3332.4702,3384.7166
3490.8903,3463.0103
3409.6138,3430.4517
3379.6968,3394.2654
3408.9594,3428.0034
3437.3461,3464.563
3412.9639,3460.181
3348.8155,3392.355
3620.5057,3666.5112
3565.6889,3584.1746
3401.2031,3384.969
3292.7225,3302.6985
3462.7333,3476.0017
3455.6829,3439.5066
3179.5476,3200.342
3509.0205,3465.7617
3435.9775,3443.6611
3312.908,3347.5762
3373.4221,3413.8208
3371.8652,3372.972
3447.4236,3484.2766
3664.0905,3678.4688
3379.2701,3402.004
3588.148,3525.7769
3264.4524,3264.8523
3365.479,3367.2288
3394.0592,3417.89
3573.2329,3572.3767
3294.7531,3306.7126
3487.3534,3467.598
3539.0283,3519.9854
3360.5779,3370.0388
3465.5152,3471.4724
3486.2795,3499.467
3479.8856,3486.1565
3728.2015,3739.2058
3477.5684,3502.307
3216.3132,3237.5874
3469.3757,3463.5933
3567.5036,3567.2766
3478.5126,3493.973
3564.4138,3562.6287
3404.0351,3407.9016
3376.8808,3431.4878
3555.8144,3558.7593
3541.9128,3580.36
3518.7458,3542.6016
3458.1327,3491.206
3386.6417,3416.36
3246.2482,3263.8716
3442.8828,3394.3206
3481.618,3489.5044
3475.5263,3434.0132
3450.1978,3457.3088
3608.2369,3605.772
3400.2959,3391.8726
3307.498,3353.3591
3459.5901,3492.282
3760.0794,3754.7068
3190.1398,3178.063
3545.4496,3535.757
3491.1413,3445.953
3529.1225,3559.767
3219.8621,3268.687
3185.3671,3167.242
3493.0053,3538.6973
3443.3106,3438.9553
3147.5811,3155.8027
3313.7973,3333.9912
3059.1682,3143.537
3493.4192,3483.5903
3420.0772,3416.4216
3465.8844,3475.293
3414.909,3413.2146
3527.0338,3540.6123
3477.7025,3445.5671
3394.2805,3399.052
3468.1329,3454.09
3386.4402,3431.2156
3370.9231,3349.724
3491.6116,3413.2075
3450.4899,3481.5051
3308.1236,3302.5645
3458.3282,3442.4502
3273.2213,3332.1057
3340.5839,3317.7964
3454.309,3467.7822
3380.5779,3380.2322
3295.9698,3334.4768
3519.4477,3530.7673
3440.4534,3415.735
3324.9747,3364.245
3580.1755,3546.0007
3511.1935,3518.923
3389.4644,3447.0886
3618.4863,3639.857
3398.5657,3409.3152
3364.9749,3387.56
3240.5719,3321.357
3397.0492,3410.413
3415.7128,3446.8455
3584.1645,3564.4126
3312.8787,3329.3967
3643.3174,3599.3992
3546.2746,3526.845
3467.6268,3484.0754
3384.3209,3433.998
3517.317,3526.7927
3389.1507,3402.9033
3528.814,3568.3982
3701.9492,3743.1506
3394.8126,3439.0225
3497.9185,3535.2864
3576.2604,3577.361
3331.6015,3421.9631
3557.5302,3556.1663
3432.7719,3495.0657
3514.8468,3525.8408
3391.5398,3444.4824
3492.1963,3415.9224
3444.2429,3428.8186
3514.0072,3524.7004
3553.5614,3554.575
3527.3897,3515.7756
3364.3804,3397.4236
3383.1687,3401.9417
3450.6608,3427.684
3657.3813,3666.9094
3610.7362,3608.4849
3322.498,3301.811
3623.6958,3654.7092
3607.9421,3572.558
3533.0453,3518.2664
3409.3689,3439.4446
3234.0327,3278.3179
3197.1797,3198.3794
3575.3863,3557.6042
3256.5118,3282.9338
3618.5852,3609.4214
3500.2746,3520.2837
3452.1136,3443.7988
3414.4178,3434.726
3277.1748,3250.956
3354.6098,3371.8147
3383.3864,3391.941
3571.1105,3588.4343
3528.1703,3524.7356
3600.3464,3549.1296
3354.7977,3345.449
3582.9757,3589.4468
3710.8745,3699.4014
3439.3992,3451.9866
3409.5404,3416.3494
3706.2567,3693.2305
3461.5081,3457.4712
3453.7905,3487.53
3488.7014,3457.9219
3510.9466,3506.7266
3462.8445,3421.954
3214.9288,3219.7825
3415.3014,3435.4001
3608.956,3557.736
3253.9204,3253.7188
3504.4704,3538.6694
3409.5255,3360.2063
3443.5763,3448.144
3497.4829,3530.9211
3552.0104,3595.3127
3146.0842,3132.587
3114.3044,3142.2974
3518.655,3485.329
3639.9454,3624.303
3432.8652,3523.742
3534.714,3515.918
3301.0878,3379.518
3484.4789,3514.3728
3522.0869,3524.7292
3526.7009,3556.7654
3507.4054,3510.9514
3166.7901,3185.904
3210.9535,3264.3352
3479.7164,3486.4456
3531.298,3497.1946
3473.607,3450.8186
3342.8085,3373.4397
3606.4582,3598.895
3552.9396,3533.3594
3678.0888,3628.0815
3420.9121,3468.4082
3486.0984,3521.9934
3287.559,3284.9968
3336.9052,3370.0195
3386.1188,3403.2896
3443.6295,3420.114
3511.1664,3514.5002
3444.2482,3445.1665
3498.9663,3458.4949
3473.6652,3470.4478
3478.2971,3447.603
3467.1448,3436.1416
3300.5213,3271.4517
3314.9462,3319.747
3410.5494,3407.0588
3475.5757,3469.3145
3306.4116,3255.9258
3233.8162,3265.3577
3104.9398,3140.2605
3228.5752,3281.4197
3351.9711,3340.5276
3564.3061,3580.0698
3485.0737,3469.8071
3401.52,3410.1577
3316.62,3325.0532
3538.3329,3526.8125
3712.1508,3691.372
3586.7426,3572.7522
3506.3199,3472.9424
3442.4431,3429.1892
3560.2079,3562.301
3289.3176,3330.0017
3468.4294,3455.3489
3477.7842,3451.5464
3551.0668,3529.636
3164.4458,3147.431
3541.2657,3533.2495
3477.9166,3515.4927
3474.9819,3503.5027
3482.2281,3496.7559
3455.1583,3487.3384
3291.2263,3295.599
3653.0276,3642.0647
3529.1463,3554.3525
3567.1993,3552.2766
3306.2977,3336.955
3445.0033,3459.626
3507.9715,3500.7659
3541.0453,3550.2307
3361.2625,3368.5515
3460.9456,3430.937
3516.4665,3529.157
3540.4159,3557.173
3292.872,3264.9329
3489.7675,3569.5876
3322.6962,3276.6228
3402.323,3430.7683
3436.7454,3423.2002
3529.3884,3537.087
3282.2407,3316.2947
3265.4199,3263.5703
3496.7313,3495.1147
3555.0463,3534.1926
3198.0496,3222.1582
3485.5552,3472.7004
3553.4146,3589.5032
3331.3754,3347.9746
3589.9073,3638.9275
3280.5304,3251.754
3534.5302,3574.6213
3174.3743,3166.3367
3650.2125,3648.8987
3440.7774,3441.5583
3409.3922,3419.477
3280.4483,3262.6665
3513.6007,3505.7405
3449.0157,3474.3486
3296.5028,3262.7026
3545.894,3571.4053
3519.3632,3548.1533
3636.8144,3611.7107
3353.7905,3368.0266
3628.994,3656.934
3441.7869,3437.8596
3442.8788,3471.6924
3433.2208,3436.3386
3224.9785,3300.1338
3202.9825,3249.0679
3464.6263,3471.0254
3591.2045,3581.311
3386.4049,3368.872
3643.6928,3612.6418
3400.8601,3407.3958
3494.5449,3500.443
3559.5651,3577.5347
3390.0247,3392.3337
3292.322,3278.82
3424.8877,3452.346
3225.2911,3325.0823
3390.611,3401.5156
3536.6836,3510.134
3452.0143,3417.3293
3508.3945,3496.4275
3436.778,3447.7024
3426.0932,3389.3647
3608.5448,3628.3557
3603.0135,3556.0876
3401.1001,3406.29
3422.409,3438.0154
3371.9255,3382.1362
3269.4061,3270.7146
3538.05,3579.5698
3384.1403,3374.0798
3486.014,3467.4854
3518.7471,3574.3774
3344.1339,3327.3088
3460.2297,3468.818
3521.9059,3494.2878
3568.456,3563.8674
3363.7757,3364.0706
3377.1326,3373.909
3334.6969,3367.3887
3438.2534,3443.979
3164.3113,3217.2383
3549.4582,3526.4749
3479.2247,3487.5476
3350.3847,3371.1167
3716.9807,3713.2002
3298.8297,3347.1394
3283.4249,3294.189
3345.3275,3371.9062
3446.6863,3435.4346
3624.9849,3649.0005
3364.1581,3359.221
3451.4343,3460.3787
3470.0023,3476.5269
3397.4378,3399.15
3381.4745,3413.729
3610.5107,3607.667
3547.6822,3503.6248
3414.4092,3437.9417
3367.9376,3392.2922
3349.9992,3370.6423
3460.3917,3493.8162
3379.0522,3435.597
3138.1934,3157.295
3167.1935,3222.6658
3624.2068,3609.5254
3397.4932,3455.3123
3365.8985,3359.4175
3519.9572,3511.1672
3406.3131,3428.8452
3282.9366,3302.4482
3590.6545,3539.2383
3387.647,3413.936
3336.0017,3355.124
3555.8778,3529.875
3484.6787,3507.5432
3397.9921,3423.3416
3686.6937,3713.3677
3542.3714,3523.9814
3350.1599,3332.401
3373.4906,3380.034
3322.3961,3423.4985
3411.2829,3409.7085
3371.6698,3358.149
3523.0982,3547.317
3521.3562,3505.3445
3439.608,3416.1897
3457.4844,3423.6658
3450.9283,3408.1604
3567.9953,3573.502
3220.544,3197.456
3291.5119,3275.829
3165.2056,3141.234
3428.6627,3475.484
3212.1881,3225.0054
3600.1855,3563.7422
3583.6104,3565.6033
3443.738,3462.9585
3481.2425,3456.4817
3631.0803,3631.91
3381.9263,3395.1826
3504.4779,3499.5833
3215.8894,3211.8098
3414.5045,3380.9995
3520.1732,3540.701
3475.1512,3490.3645
3486.4587,3500.6177
3479.7668,3469.5552
3465.6252,3485.3643
3406.849,3400.6667
3305.9966,3284.932
3429.4776,3465.742
3282.3952,3304.26
3574.2593,3537.9707
3298.9794,3323.838
3432.2734,3437.0613
3545.8139,3524.6143
3413.7881,3380.7922
3504.3293,3499.5698
3369.8641,3385.9268
3440.2293,3417.5557
3636.4074,3644.1892
3465.4497,3455.1816
3442.9501,3414.177
3403.834,3380.4985
3406.3945,3420.0583
3457.0139,3418.356
3255.7854,3266.9338
3401.3641,3403.5913
3477.6875,3461.845
3508.9534,3503.396
3574.3004,3597.9392
3594.1984,3574.15
3602.8604,3620.6807
3350.7193,3303.1028
3471.0772,3460.7139
3344.6299,3305.4504
3443.3061,3453.1748
3350.6317,3344.4473
3319.4263,3262.4304
3173.875,3221.9626
3558.7745,3537.0994
3410.5835,3362.0706
3380.7797,3395.2107
3617.4601,3610.3447
3501.3951,3477.716
3475.2424,3482.7947
3445.7666,3445.169
3394.8817,3413.4382
3573.3129,3544.8848
3550.3924,3583.3616
3422.2465,3439.0593
3385.2233,3405.0469
3513.1156,3505.1162
3434.7685,3466.0964
3452.8586,3445.0774
3434.8125,3395.2637
3462.2413,3469.436
3281.5533,3298.2424
3570.1856,3613.9927
3345.5892,3335.6125
3206.6786,3206.3074
3479.406,3501.4285
3362.0308,3372.7266
3326.9509,3324.7146
3382.0264,3411.7224
3551.8475,3524.131
3547.3213,3625.7615
3558.9761,3583.3625
3302.2315,3299.8054
3422.3554,3410.5486
3555.9162,3584.434
3301.7586,3340.9177
3493.3837,3480.8733
3305.6476,3277.916
3480.568,3516.39
3642.2785,3628.087
3332.5244,3333.7842
3463.7399,3476.1047
3421.7158,3402.4204
3367.1466,3414.2246
3330.4537,3345.5378
3484.265,3436.5344
3365.1591,3366.9287
3423.7297,3407.6343
3434.403,3429.1194
3445.5248,3447.4878
3443.3392,3464.6128
3583.4652,3608.4336
3468.0367,3450.1118
3401.8642,3387.527
3484.3105,3494.9084
3360.2146,3393.8484
3488.1773,3464.3342
3341.6329,3378.7283
3383.7748,3401.9233
3400.2133,3415.3662
3298.7055,3348.1453
3536.1446,3539.2559
3409.4528,3418.8103
3501.1823,3479.469
3190.6739,3215.0464
3440.5032,3397.7478
3596.3734,3548.673
3380.0663,3376.5999
3584.1247,3587.4587
3714.2547,3721.1365
3541.7473,3569.1357
3562.8337,3590.9795
3162.8717,3187.502
3439.1797,3483.3755
3530.3508,3525.5327
3522.6375,3529.0361
3424.8098,3457.004
3468.0335,3451.0564
3505.7318,3490.6602
3418.3948,3406.4521
3385.3063,3362.7732
3444.9443,3485.9421
3490.7159,3578.168
3373.8998,3405.2273
3460.727,3450.1438
3365.7794,3340.8157
3310.1856,3382.3103
3561.1047,3495.4534
3411.8385,3438.7458
3545.2424,3545.5222
3340.3822,3332.9172
3733.2141,3718.392
3424.3773,3484.0945
3317.0014,3324.5667
3470.4774,3486.4233
3494.4952,3576.5205
3379.8234,3372.2786
3503.5332,3476.6304
3473.3394,3478.9465
3380.5829,3422.5242
3460.1345,3414.025
3517.8863,3494.262
3344.4151,3362.7769
3445.2702,3447.4224
3488.9265,3516.2737
3469.1181,3423.7705
3383.5376,3382.91
3528.6781,3519.5513
3315.4666,3370.7588
3399.0174,3424.295
3344.7493,3382.4727
3541.8368,3531.0857
3347.7288,3372.6304
3331.0954,3359.1277
3511.7772,3498.866
3475.9691,3505.188
3572.3456,3537.2275
3424.5375,3415.3523
3185.4146,3188.3794
3549.0937,3550.8606
3481.3567,3469.368
3662.1245,3659.0908
3417.2874,3426.926
3477.3078,3471.553
3649.3783,3605.2122
3521.1149,3574.0063
3461.1332,3469.03
3451.4938,3450.3848
3375.3214,3396.4316
3479.5535,3445.644
3487.4053,3423.025
3442.1322,3443.0967
3473.5288,3535.5962
3213.483,3210.5464
3454.6061,3489.5754
3424.4719,3474.375
3499.5612,3480.5198
3436.6272,3407.0254
3446.892,3456.3982
3208.932,3218.4329
3385.9798,3430.0154
3513.262,3511.2336
3471.5701,3522.2537
3439.3391,3430.557
3647.4478,3647.6038
3536.9038,3603.1882
3559.2793,3553.0938
3576.6886,3577.6223
3588.0173,3596.8323
3534.3059,3512.5151
3515.6838,3520.3684
3678.7496,3650.831
3394.6709,3437.7922
3454.5207,3478.812
3730.5167,3723.288
3383.6298,3359.877
3667.2073,3676.0256
3349.1473,3367.948
3552.138,3535.3755
3538.116,3557.7253
3552.3463,3577.9
3441.886,3474.6055
3466.4483,3449.727
3592.394,3543.6765
3575.9348,3561.8333
3272.1605,3286.2898
3255.9337,3218.8281
3358.4839,3343.9866
3457.324,3494.6055
3339.3819,3372.8804
3606.8655,3576.5115
3164.8045,3201.8975
3502.0235,3534.1333
3500.5997,3469.4968
3481.4624,3418.0002
3419.3517,3505.142
3455.5691,3508.0037
3431.7938,3459.8682
3528.87,3537.2693
3495.9741,3513.9348
3504.8259,3524.982
3291.3298,3286.6687
3454.1833,3410.44
3485.1587,3493.0725
3666.8677,3626.9966
3251.7147,3246.8455
3182.3608,3194.973
3342.8597,3357.389
3511.5155,3483.8083
3332.7892,3340.5215
3341.0019,3361.2634
3526.3106,3499.9634
3417.4991,3403.6165
3495.4769,3477.709
3366.4691,3381.348
3339.6487,3383.1519
3510.4848,3475.7007
3402.0998,3405.038
3586.8098,3585.5303
3424.5454,3442.2285
3621.5929,3607.8662
3548.4215,3526.2463
3465.2703,3475.7012
3551.1624,3568.11
3461.4305,3519.1104
3326.8135,3344.4229
3398.2469,3388.0525
3403.4052,3350.1907
3493.285,3471.6887
3246.6282,3286.4038
3433.678,3430.7048
3475.037,3476.8508
3498.3709,3522.4998
3460.3078,3412.366
3453.4529,3488.73
3587.108,3569.7847
3428.093,3441.222
3334.5156,3326.1501
3584.0603,3558.432
3473.3468,3433.1685
3429.9138,3432.5603
3403.7646,3449.45
3669.6307,3639.9956
3411.5205,3423.5076
3470.5422,3493.8013
3335.3613,3340.8403
3385.7761,3396.7522
3582.3671,3548.1934
3480.5174,3471.6946
3243.8406,3294.6
3538.2427,3546.6973
3414.6158,3429.55
3551.8434,3503.6924
