Actual_Value,Predicted_Value
3608.2625,3620.369
3415.9312,3416.6458
3396.7995,3404.9214
3290.2926,3284.763
3468.9517,3464.1228
3308.286,3307.3743
3537.2983,3535.5808
3436.2225,3430.1804
3319.6426,3339.6003
3343.8313,3332.2156
3270.7929,3271.6384
3532.6751,3519.0122
3392.4407,3379.4333
3437.9471,3436.783
3344.5924,3333.921
3486.5027,3482.6365
3583.9548,3582.9854
3333.1265,3319.005
3341.3032,3324.4072
3220.5956,3186.9102
3622.8281,3601.2666
3410.4103,3396.9658
3427.7884,3405.4165
3525.4562,3546.1926
3226.6535,3236.067
3498.8576,3483.1008
3370.9604,3361.2656
3502.2332,3492.5732
3427.2608,3407.6357
3416.6325,3404.2812
3603.7046,3604.707
3538.7631,3536.8904
3338.7597,3324.6223
3336.7589,3338.7344
3537.2397,3519.0896
3422.9159,3406.7473
3498.6877,3476.5303
3286.6098,3285.5452
3650.5551,3640.734
3427.9075,3432.8943
3408.5741,3408.6162
3417.2031,3404.7776
3564.3679,3556.3672
3369.2382,3377.687
3397.3109,3397.474
3473.4879,3462.448
3627.0233,3640.0823
3554.7443,3552.956
3367.142,3359.1782
3600.7343,3616.3352
3512.3537,3494.2908
3493.2203,3502.911
3213.9343,3220.352
3418.9305,3412.7131
3528.3299,3512.1587
3553.8219,3537.6575
3579.5723,3582.6096
3332.5804,3332.745
3416.578,3406.227
3545.9594,3534.352
3406.3731,3391.5222
3621.5821,3628.0986
3328.5273,3338.8464
3386.0827,3371.1892
3410.1671,3415.2844
3480.3172,3485.4832
3477.6511,3441.4077
3595.2414,3574.7654
3238.7171,3236.3115
3332.4702,3321.8135
3490.8903,3488.9587
3409.6138,3421.847
3379.6968,3364.7566
3408.9594,3415.2588
3437.3461,3451.5679
3412.9639,3435.1313
3348.8155,3371.1492
3620.5057,3621.1072
3565.6889,3576.429
3401.2031,3390.2202
3292.7225,3267.3835
3462.7333,3473.0051
3455.6829,3458.4893
3179.5476,3183.43
3509.0205,3488.3784
3435.9775,3444.0996
3312.908,3299.4695
3373.4221,3371.3274
3371.8652,3371.1038
3447.4236,3445.3723
3664.0905,3646.8962
3379.2701,3382.2693
3588.148,3596.3542
3264.4524,3260.36
3365.479,3353.3518
3394.0592,3398.5432
3573.2329,3569.6846
3294.7531,3299.289
3487.3534,3486.743
3539.0283,3543.416
3360.5779,3378.4795
3465.5152,3445.659
3486.2795,3481.0627
3479.8856,3501.3083
3728.2015,3730.4878
3477.5684,3476.1577
3216.3132,3208.1814
3469.3757,3467.9104
3567.5036,3570.0186
3478.5126,3483.5662
3564.4138,3555.1465
3404.0351,3386.5005
3376.8808,3385.468
3555.8144,3550.3171
3541.9128,3539.7075
3518.7458,3504.6177
3458.1327,3455.8616
3386.6417,3371.3442
3246.2482,3241.4985
3442.8828,3437.5413
3481.618,3488.8765
3475.5263,3473.0908
3450.1978,3449.9976
3608.2369,3626.7437
3400.2959,3418.4663
3307.498,3300.0352
3459.5901,3458.799
3760.0794,3747.601
3190.1398,3175.1057
3545.4496,3529.1797
3491.1413,3489.9778
3529.1225,3519.856
3219.8621,3241.1233
3185.3671,3169.626
3493.0053,3479.9224
3443.3106,3438.836
3147.5811,3147.382
3313.7973,3317.7747
3059.1682,3067.3416
3493.4192,3500.7415
3420.0772,3425.5427
3465.8844,3445.3591
3414.909,3419.153
3527.0338,3519.5022
3477.7025,3464.681
3394.2805,3378.0881
3468.1329,3470.1504
3386.4402,3374.9482
3370.9231,3364.539
3491.6116,3492.8408
3450.4899,3455.7512
3308.1236,3305.7202
3458.3282,3449.7085
3273.2213,3261.1973
3340.5839,3343.1199
3454.309,3443.5886
3380.5779,3398.3162
3295.9698,3285.934
3519.4477,3506.2998
3440.4534,3422.4014
3324.9747,3292.1418
3580.1755,3563.094
3511.1935,3489.4216
3389.4644,3388.2024
3618.4863,3611.0334
3398.5657,3393.8186
3364.9749,3365.5566
3240.5719,3244.8442
3397.0492,3383.0674
3415.7128,3429.33
3584.1645,3598.0986
3312.8787,3300.869
3643.3174,3637.3691
3546.2746,3562.3567
3467.6268,3461.4304
3384.3209,3351.6375
3517.317,3505.0303
3389.1507,3378.7852
3528.814,3525.5032
3701.9492,3694.771
3394.8126,3407.1233
3497.9185,3510.5996
3576.2604,3587.3716
3331.6015,3357.8206
3557.5302,3548.7847
3432.7719,3433.0605
3514.8468,3525.7473
3391.5398,3409.2942
3492.1963,3476.2903
3444.2429,3404.608
3514.0072,3509.6062
3553.5614,3528.598
