Actual_Value,Predicted_Value
3608.2625,3525.835
3415.9312,3456.0437
3396.7995,3432.1145
3290.2926,3418.2412
3468.9517,3475.386
3308.286,3383.3918
3537.2983,3488.4639
3436.2225,3493.5305
3319.6426,3389.4275
3343.8313,3352.8125
3270.7929,3402.3364
3532.6751,3555.0176
3392.4407,3480.1409
3437.9471,3376.5222
3344.5924,3518.052
3486.5027,3448.331
3583.9548,3436.3772
3333.1265,3377.4963
3341.3032,3416.5405
3220.5956,3514.5981
3622.8281,3436.9526
3410.4103,3416.7542
3427.7884,3465.9456
3525.4562,3436.0383
3226.6535,3418.2344
3498.8576,3527.9822
3370.9604,3502.3333
3502.2332,3432.573
3427.2608,3422.1943
3416.6325,3437.1294
3603.7046,3525.0496
3538.7631,3348.3616
3338.7597,3452.2244
3336.7589,3438.1318
3537.2397,3431.3728
3422.9159,3400.9868
3498.6877,3520.2139
3286.6098,3447.9072
3650.5551,3586.8035
3427.9075,3291.2314
3408.5741,3423.2815
3417.2031,3617.3281
3564.3679,3433.5173
3369.2382,3404.2717
3397.3109,3457.3914
3473.4879,3399.7896
3627.0233,3549.116
3554.7443,3462.11
3367.142,3430.7454
3600.7343,3472.6072
3512.3537,3502.5366
3493.2203,3438.8882
3213.9343,3442.2993
3418.9305,3434.998
3528.3299,3421.7178
3553.8219,3515.9177
3579.5723,3570.6746
3332.5804,3419.5962
3416.578,3481.5579
3545.9594,3470.4282
3406.3731,3490.4805
3621.5821,3526.9688
3328.5273,3412.717
3386.0827,3442.616
3410.1671,3467.1597
3480.3172,3500.9414
3477.6511,3390.745
3595.2414,3456.3057
3238.7171,3261.7764
3332.4702,3435.8528
3490.8903,3519.246
3409.6138,3490.0537
3379.6968,3484.6257
3408.9594,3408.586
3437.3461,3465.9092
3412.9639,3373.5056
3348.8155,3444.6467
3620.5057,3428.1125
3565.6889,3412.4539
3401.2031,3447.5388
3292.7225,3347.1958
3462.7333,3462.1465
3455.6829,3394.2136
3179.5476,3387.8237
3509.0205,3433.4385
3435.9775,3394.1555
3312.908,3430.3394
3373.4221,3470.3887
3371.8652,3421.5815
3447.4236,3395.9172
3664.0905,3531.1423
3379.2701,3422.9434
3588.148,3519.0542
3264.4524,3443.057
3365.479,3481.959
3394.0592,3406.5708
3573.2329,3559.8376
3294.7531,3432.4983
3487.3534,3538.5173
3539.0283,3483.9727
3360.5779,3441.6917
3465.5152,3274.211
3486.2795,3438.8704
3479.8856,3373.4524
3728.2015,3536.7996
3477.5684,3380.7703
3216.3132,3336.5515
3469.3757,3443.4517
3567.5036,3478.1204
3478.5126,3478.9407
3564.4138,3471.9463
3404.0351,3496.5493
3376.8808,3423.258
3555.8144,3465.327
3541.9128,3414.5173
3518.7458,3483.9507
3458.1327,3478.873
3386.6417,3453.5356
3246.2482,3422.781
3442.8828,3451.06
3481.618,3432.2842
3475.5263,3451.477
3450.1978,3469.8098
3608.2369,3401.746
3400.2959,3251.5464
3307.498,3392.0266
3459.5901,3473.2393
3760.0794,3532.714
3190.1398,3374.6514
3545.4496,3519.3213
3491.1413,3428.584
3529.1225,3506.8394
3219.8621,3411.5588
3185.3671,3377.4253
3493.0053,3469.5645
3443.3106,3504.8894
3147.5811,3374.3374
3313.7973,3349.3833
3059.1682,3328.8523
3493.4192,3494.4307
3420.0772,3513.855
3465.8844,3465.197
3414.909,3360.5872
3527.0338,3519.6248
3477.7025,3439.883
3394.2805,3472.7075
3468.1329,3467.13
3386.4402,3343.061
3370.9231,3373.2312
3491.6116,3466.2012
3450.4899,3433.977
3308.1236,3340.9045
3458.3282,3427.3506
3273.2213,3401.6309
3340.5839,3478.295
3454.309,3444.2007
3380.5779,3505.2944
3295.9698,3439.1763
3519.4477,3554.9958
3440.4534,3394.49
3324.9747,3518.9382
3580.1755,3488.8064
3511.1935,3500.2515
3389.4644,3389.8186
3618.4863,3457.5535
3398.5657,3468.9995
3364.9749,3501.4985
3240.5719,3477.4646
3397.0492,3520.8025
3415.7128,3460.497
3584.1645,3452.8252
3312.8787,3417.4844
3643.3174,3578.14
3546.2746,3476.4048
3467.6268,3455.4688
3384.3209,3415.139
3517.317,3433.3884
3389.1507,3449.2832
3528.814,3526.2742
3701.9492,3432.9746
3394.8126,3450.7754
3497.9185,3453.2312
3576.2604,3445.1235
3331.6015,3456.639
3557.5302,3504.4922
3432.7719,3389.25
3514.8468,3450.8333
3391.5398,3446.9373
3492.1963,3526.2544
3444.2429,3419.6753
3514.0072,3491.4155
3553.5614,3458.4436
3527.3897,3393.903
3364.3804,3460.193
3383.1687,3339.0627
3450.6608,3469.769
3657.3813,3570.5415
3610.7362,3397.5745
3322.498,3346.3696
3623.6958,3539.968
3607.9421,3407.7158
3533.0453,3525.533
3409.3689,3401.676
3234.0327,3418.3684
3197.1797,3383.7014
3575.3863,3401.7112
3256.5118,3365.9001
3618.5852,3529.0234
3500.2746,3357.4097
3452.1136,3458.1575
3414.4178,3458.3157
3277.1748,3441.684
3354.6098,3554.1184
3383.3864,3336.601
3571.1105,3610.619
3528.1703,3534.0562
3600.3464,3607.7512
3354.7977,3451.902
3582.9757,3450.9658
3710.8745,3456.41
3439.3992,3397.6658
3409.5404,3440.3843
3706.2567,3449.2178
3461.5081,3457.1587
3453.7905,3487.2158
3488.7014,3445.852
3510.9466,3441.1958
3462.8445,3499.8481
3214.9288,3403.8167
3415.3014,3400.7432
3608.956,3516.879
3253.9204,3421.3005
3504.4704,3452.4783
3409.5255,3461.3396
3443.5763,3441.8215
3497.4829,3402.447
3552.0104,3523.2812
3146.0842,3380.8215
3114.3044,3448.716
3518.655,3437.4016
3639.9454,3445.665
3432.8652,3424.4038
3534.714,3532.5552
3301.0878,3355.797
3484.4789,3468.2778
3522.0869,3433.4792
3526.7009,3468.7095
3507.4054,3541.4094
3166.7901,3411.7815
3210.9535,3453.3677
3479.7164,3489.8677
3531.298,3463.858
3473.607,3409.8577
3342.8085,3384.782
3606.4582,3505.287
3552.9396,3482.1917
3678.0888,3433.953
3420.9121,3478.608
3486.0984,3447.161
3287.559,3454.2676
3336.9052,3370.701
3386.1188,3452.0454
3443.6295,3470.757
3511.1664,3531.6326
3444.2482,3483.9656
3498.9663,3464.7576
3473.6652,3468.496
3478.2971,3396.616
3467.1448,3454.087
3300.5213,3419.6506
3314.9462,3410.5376
3410.5494,3373.9485
3475.5757,3445.8733
3306.4116,3259.133
3233.8162,3481.1055
3104.9398,3442.8958
3228.5752,3470.847
3351.9711,3437.1416
3564.3061,3313.055
3485.0737,3456.9082
3401.52,3486.186
3316.62,3378.0808
3538.3329,3501.002
3712.1508,3530.8354
3586.7426,3474.967
3506.3199,3526.986
3442.4431,3532.7188
3560.2079,3507.6208
3289.3176,3414.5881
3468.4294,3515.1956
3477.7842,3349.9277
3551.0668,3514.108
3164.4458,3311.813
3541.2657,3460.9763
3477.9166,3435.179
3474.9819,3421.4905
3482.2281,3461.6538
3455.1583,3425.7659
3291.2263,3413.7358
3653.0276,3458.4043
3529.1463,3398.2349
3567.1993,3412.1638
3306.2977,3428.3586
3445.0033,3469.4768
3507.9715,3450.864
3541.0453,3408.4717
3361.2625,3420.0747
3460.9456,3428.636
3516.4665,3453.5989
3540.4159,3475.8308
3292.872,3362.6042
3489.7675,3587.2349
3322.6962,3448.5767
3402.323,3428.936
3436.7454,3455.5288
3529.3884,3431.68
3282.2407,3416.764
3265.4199,3449.4563
3496.7313,3441.603
3555.0463,3411.1272
3198.0496,3410.6265
3485.5552,3476.06
3553.4146,3529.0095
3331.3754,3481.1826
3589.9073,3539.3623
3280.5304,3430.4814
3534.5302,3425.9214
3174.3743,3341.2158
3650.2125,3515.104
3440.7774,3452.8164
3409.3922,3372.6448
3280.4483,3424.0425
3513.6007,3468.174
3449.0157,3448.5806
3296.5028,3463.032
3545.894,3443.8447
3519.3632,3507.0151
3636.8144,3467.5425
3353.7905,3401.0276
3628.994,3511.8005
3441.7869,3397.7158
3442.8788,3410.5593
3433.2208,3412.2998
3224.9785,3384.5625
3202.9825,3300.4773
3464.6263,3473.488
3591.2045,3452.6814
3386.4049,3404.5522
